アカリ	明かり
ショウライ	将来
マガル	曲がる
アキ	秋
ゲンイン	原因
アイ	愛
エントツ	煙突
チコク	遅刻
ハバ	幅
ヤスミ	休み
ヤスム	休む
キュウギョウ	休業
キュウジツ	休日
アツイ	厚い
タナ	棚
ハカル	量る
オトウサン	お父さん
ツキアタル	突き当たる
チチ	父
チチオヤ	父親
フボ	父母
カノジョ	彼女
イッパン	一般
ゼンパン	全般
ムダ	無駄
ソクタツ	速達
ボウエキ	貿易
カンデンチ	乾電池
コウギ	講義
コウシ	講師
ナナメ	斜め
ミマウ	見舞う
ブタイ	舞台
シンリン	森林
ハヤシ	林
ソウチ	装置
ナツ	夏
ナツヤスミ	夏休み
スナオ	素直
シボウ	死亡
エンソク	遠足
オジ	伯父
シツド	湿度
テキトウ	適当
シュフ	主婦
フジン	婦人
フウフ	夫婦
シテツ	私鉄
チカテツ	地下鉄
テツ	鉄
テツドウ	鉄道
ヨセル	寄せる
キフ	寄付
トシヨリ	年寄り
カタイ	堅い
イソガシイ	忙しい
カオ	顔
キンチョウ	緊張
イクジ	育児
キンシ	禁止
フウトウ	封筒
ムカイ	向かい
ギャク	逆
ヘンジ	返事
コウカン	交換
ヘンカン	変換
ノリカエ	乗り換え
タンキ	短期
アブラ	油
ツマ	妻
テツダウ	手伝う
フサイ	夫妻
カワル	代わる
ジカンワリ	時間割
ヤサシイ	易しい
セイ	背
セナカ	背中
ニアウ	似合う
ショクブツ	植物
ネツ	熱
ネッシン	熱心
ヤド	宿
ザブトン	座布団
クスリ	薬
ヤクヒン	薬品
クズス	崩す
ガクシュウ	学習
カブル	被る
キケン	危険
ヤメル	辞める
シンライ	信頼
タノム	頼む
ジャマ	邪魔
サカン	盛ん
バイ	倍
ナニブン	何分
ニル	煮る
アソブ	遊ぶ
ヨウト	用途
トチュウ	途中
タス	足す
コウゲイ	工芸
ブンゲイ	文芸
コス	超す
エキ	駅
カミノケ	髪の毛
エンカイ	宴会
シメル	閉める
ベンリ	便利
ツツミ	包み
シカク	四角
トブ	飛ぶ
アブナイ	危ない
ヨシュウ	予習
リュウガク	留学
リュウガクセイ	留学生
ヨゴレル	汚れる
テイシ	停止
キョウミ	興味
トタン	途端
ドロボウ	泥棒
コショウ	故障
カサ	傘
チカヨル	近寄る
コゲル	焦げる
ハネ	羽
ツトメル	努める
ドリョク	努力
キヨウ	器用
キソク	規則
カンパイ	乾杯
カイ	会
キガエ	着替え
タイシタ	大した
タイシテ	大して
フダン	普段
フツウ	普通
カイサン	解散
サンポ	散歩
フツカ	二日
ハツカ	二十日
エンピツ	鉛筆
ソクテイ	測定
カイヨウ	海洋
セイヨウ	西洋
トウヨウ	東洋
ミッカ	三日
シズカ	静か
カルイ	軽い
ケッコン	結婚
シッケ	湿気
テイキュウビ	定休日
ハタチ	二十歳
ヨロコビ	喜び
コス	越す
ソツギョウ	卒業
ツキ	月
ショウニン	承認
オジ	叔父
カタイ	硬い
クスリユビ	薬指
ハリキル	張り切る
クズレル	崩れる
カエス	帰す
ナマ	生
ハエル	生える
ショウズル	生ずる
ウマレル	生まれる
ウマレ	生まれ
チョッカク	直角
イツカ	五日
ジシュウ	自習
フクシュウ	復習
コノアイダ	この間
タビ	旅
リョカン	旅館
リョコウ	旅行
イリグチ	入口
フコウ	不幸
シアワセ	幸せ
モノ	者
レンシュウ	練習
オス	押す
フル	振る
オサエル	押さえる
タオレル	倒れる
メンドウ	面倒
シュウリョウ	終了
セイホウケイ	正方形
モメン	木綿
カンジャ	患者
ヨッカ	四日
ハレル	晴れる
ミツケル	見付ける
ニル	似る
キュウジョ	救助
イマニモ	今にも
マジル	混じる
ウケタマワル	承る
モウシコム	申し込む
トビコム	飛び込む
ロウジン	老人
マザル	交ざる
カクド	角度
ココノカ	九日
ヒノイリ	日の入り
イレル	入れる
レンラク	連絡
ソン	損
テイリュウジョ	停留所
タテル	立てる
クツシタ	靴下
シハラウ	支払う
ダイガクセイ	大学生
ケズル	削る
カテイ	家庭
ニワ	庭
オカワリ	お代わり
アケル	明ける
セイト	生徒
ネガウ	願う
セイセキ	成績
ヤケド	火傷
カモツ	貨物
ツウカ	通貨
ウケツケ	受付
ウゴク	動く
コンラン	混乱
ゼン	全
マッタク	全く
ネッチュウ	熱中
スベテ	全て
フトル	太る
イケ	池
キンム	勤務
ツウキン	通勤
タメ	為
ワカイ	若い
チヂム	縮む
ダイメイシ	代名詞
ウラガエス	裏返す
オンド	温度
キオン	気温
ショウタイ	招待
アゲル	揚げる
ヨウカ	八日
ヤッツ	八つ
ムイカ	六日
ムッツ	六つ
ホシ	星
イロイロ	色々
オモイツク	思い付く
トクチョウ	特徴
ホウ	法
ザッシ	雑誌
ムス	蒸す
スイジョウキ	水蒸気
レイゾウコ	冷蔵庫
デカケル	出掛ける
セイ	性
ワルイ	悪い
ヨウ	用
ヒキカエス	引き返す
ケッセキ	欠席
タビ	度
ナベ	鍋
イチドニ	一度に
ヘンコウ	変更
トオイ	遠い
カエル	換える
サカ	坂
ナノカ	七日
ジコク	時刻
シンコク	深刻
オチツク	落ち着く
ヤリトリ	やり取り
クリカエス	繰り返す
トリイレル	取り入れる
トレル	取れる
セメル	責める
フク	服
フクソウ	服装
マゼル	混ぜる
サイフ	財布
ヌノ	布
フトン	布団
オソロシイ	恐ろしい
タイラ	平ら
テラ	寺
ナラウ	習う
ムスコ	息子
エイエン	永遠
イッショウケンメイ	一生懸命
ケン	県
ツヅク	続く
ツヅケル	続ける
ススメル	進める
シル	汁
ジシン	地震
ネガイ	願い
カイガ	絵画
キボウ	希望
クルシム	苦しむ
ショウスウ	小数
ブンスウ	分数
ヒッコム	引っ込む
ハジメテ	初めて
ケイゴ	敬語
イタミ	痛み
ノバス	伸ばす
ニガス	逃がす
ササエル	支える
ダイイチ	第一
カイスイヨク	海水浴
タガイ	互い
ソウゴ	相互
ツク	点く
フクザツ	複雑
ユウビンキョク	郵便局
ユウビン	郵便
スマセル	済ませる
ツケル	漬ける
ムチュウ	夢中
ヤクソク	約束
カク	書く
ナカ	仲
ナカマ	仲間
カキトリ	書取
エイヨウ	栄養
カス	貸す
ハラ	原
サキ	先
ユウショク	夕食
ユウガタ	夕方
レツ	列
レッシャ	列車
サワル	触る
ハナス	離す
ムク	向く
ムケル	向ける
シャッキン	借金
アカンボウ	赤ん坊
キタナイ	汚い
タノモシイ	頼もしい
キセツ	季節
ホネ	骨
チュウシャ	注射
キンヨウ	金曜
ゲツヨウ	月曜
スイヨウ	水曜
ドヨウ	土曜
ニチヨウ	日曜
ヨウビ	曜日
オク	億
アソビ	遊び
メイワク	迷惑
オモタイ	重たい
ユメ	夢
チカク	近く
ハンコ	判子
ヨル	寄る
アメ	雨
コム	込む
イッショ	一緒
ウレル	売れる
アヤマル	謝る
ショウベン	小便
シラセ	知らせ
シラセル	知らせる
チュウシャジョウ	駐車場
デントウ	電灯
シャショウ	車掌
ハミガキ	歯磨き
ヤチン	家賃
ショウカイ	紹介
アオジロイ	青白い
ベツ	別
モノ	物
アンキ	暗記
キヌ	絹
クサ	草
マカセル	任せる
ヒク	引く
ノミモノ	飲み物
トコロ	所
ツギ	次
ジジョ	次女
ツギツギニ	次々に
ウエル	植える
アマド	雨戸
クラシ	暮らし
クレ	暮れ
カカワル	係わる
カンタン	簡単
ウスメル	薄める
ニク	肉
ハライコム	払い込む
ブンショウ	文章
ホウリツ	法律
カクチ	各地
テアライ	手洗い
センメン	洗面
サソウ	誘う
ノム	飲む
ハジメニ	始めに
カシダシ	貸し出し
シキ	式
ニギル	握る
サケ	酒
ヌグ	脱ぐ
ユルイ	緩い
ウスイ	薄い
コウドウ	講堂
ショクドウ	食堂
サキホド	先程
スマイ	住まい
ナクス	無くす
ナクナル	無くなる
サライゲツ	再来月
クライ	位
カケル	掛ける
オク	置く
キュウコウ	休講
スウ	吸う
マッスグ	真っ直ぐ
ハヤル	流行る
トマル	留まる
ハイシャ	歯医者
マモナク	間もなく
チラカル	散らかる
ダレ	誰
スコシモ	少しも
オル	折る
カベ	壁
カナシイ	悲しい
トリ	鳥
チョット	一寸
リョウ	料
メシ	飯
タテル	建てる
ツウヤク	通訳
ゴウトウ	強盗
ヌスム	盗む
コキュウ	呼吸
ノビル	伸びる
ジテン	辞典
オミヤゲ	お土産
ワカス	沸かす
カンゴフ	看護婦
ヤム	止む
ブタニク	豚肉
カンゲイ	歓迎
カワイソウ	可哀相
ベンキョウ	勉強
ワレル	割れる
キク	聞く
ジャグチ	蛇口
ブツケル	打付ける
オイコス	追い越す
ツケル	付ける
ウリキレ	売り切れ
ウリキレル	売り切れる
シマル	閉まる
ヨクバリ	欲張り
メンキョ	免許
ホル	掘る
チラス	散らす
トナリ	隣
オンセン	温泉
ドレ	何れ
イネムリ	居眠り
フユ	冬
クチビル	唇
カワ	皮
カレル	枯れる
チョキン	貯金
ワスレモノ	忘れ物
オタク	お宅
ジュウタイ	渋滞
トマル	泊まる
ユズル	譲る
シツレイ	失礼
ハイザラ	灰皿
スベル	滑る
ヒル	昼
モドル	戻る
ヒルマ	昼間
チュウショク	昼食
オチャ	お茶
ソダテル	育てる
コイ	濃い
マン	万
モウシワケナイ	申し訳ない
ツク	着く
ユキ	雪
マンネンヒツ	万年筆
アビル	浴びる
ツカレル	疲れる
ガラ	柄
ソウゾウシイ	騒々しい
ムスメ	娘
スナ	砂
シオ	塩
カタヅケル	片付ける
ハヤク	早く
シュミ	趣味
ノリオクレル	乗り遅れる
オクレル	遅れる
オトウト	弟
ゲジュン	下旬
ジョウジュン	上旬
チュウジュン	中旬
ウデ	腕
ハガキ	葉書
ツタエル	伝える
カウ	飼う
ハタラク	働く
イナカ	田舎
スキ	好き
シュウカン	習慣
クワシイ	詳しい
ミドリ	緑
イル	要る
シュクジツ	祝日
マド	窓
マドグチ	窓口
ジュウドウ	柔道
ヤワラカイ	柔らかい
ヒサシブリ	久し振り
デアイ	出合い
オンブ	負んぶ
ムカシ	昔
ギュウニク	牛肉
キライ	嫌い
イヤ	嫌
ネマキ	寝間着
コオル	凍る
カタ	肩
ハライモドス	払い戻す
コマル	困る
アニ	兄
キョウダイ	兄弟
リョウ	量
オコル	怒る
ヒジョウニ	非常に
オヨグ	泳ぐ
タズネル	尋ねる
スイエイ	水泳
ソフ	祖父
ソボ	祖母
ヨウジ	幼児
カギ	鍵
ニモツ	荷物
シュクハク	宿泊
ローマジ	ローマ字
アザ	字
ジビキ	字引
ボク	僕
ヌル	塗る
クサル	腐る
ソウジ	掃除
クモ	雲
ショシンシャ	初心者
タテ	縦
テンキヨホウ	天気予報
ツカレ	疲れ
ミナサン	皆さん
キシャ	汽車
ツキアタリ	突き当たり
テンプ	添付
ヨゴス	汚す
レイトウ	冷凍
ハラ	腹
キク	効く
ギュウニュウ	牛乳
ズウズウシイ	図々しい
ケムリ	煙
キンエン	禁煙
サライシュウ	再来週
サンナン	三男
コイ	恋
コイビト	恋人
ハブク	省く
コンバン	今晩
カタヅク	片付く
コウガイ	郊外
トリカエル	取り替える
アルク	歩く
メズラシイ	珍しい
オドリ	踊り
マイゴ	迷子
ユウキ	勇気
クセ	癖
マックロ	真っ黒
イヌ	犬
ヤサイ	野菜
ミミ	耳
ツトメル	勤める
フンイキ	雰囲気
タマゴ	卵
ミズウミ	湖
キツエン	喫煙
キッサテン	喫茶店
ナラベル	並べる
ホス	干す
ムシ	虫
カカル	掛かる
カビン	花瓶
ハコ	箱
オジョウサン	お嬢さん
コウハイ	後輩
センパイ	先輩
アナ	穴
ハイケン	拝見
ダイジョウブ	大丈夫
ツメ	爪
シンピン	新品
コウツウキカン	交通機関
ナミダ	涙
イヤガル	嫌がる
キュウカ	休暇
カワイガル	可愛がる
カワイラシイ	可愛らしい
サワガシイ	騒がしい
アソコ	彼処
イッパンニ	一般に
ハズカシイ	恥ずかしい
エダ	枝
ナレル	慣れる
フロ	風呂
ハシ	箸
マンガ	漫画
ゲンカン	玄関
ナクナル	亡くなる
キイロイ	黄色い
アツイ	暑い
サマス	冷ます
ホンダナ	本棚
オウフク	往復
バン	晩
カセグ	稼ぐ
ネムル	眠る
イモウト	妹
コオリ	氷
オサナイ	幼い
ハナシカケル	話し掛ける
ナル	鳴る
テチョウ	手帳
ソウリョウ	送料
ホンヤク	翻訳
サトウ	砂糖
アマヤカス	甘やかす
アネ	姉
シマイ	姉妹
カミ	髪
ヌケル	抜ける
バステイ	バス停
カンジ	漢字
タマネギ	玉ねぎ
イト	糸
スッパイ	酸っぱい
アセ	汗
カガミ	鏡
チラカス	散らかす
テンランカイ	展覧会
アタタカイ	暖かい
ウク	浮く
アサイ	浅い
カシコイ	賢い
ウソ	嘘
オシイレ	押し入れ
ステル	捨てる
イス	椅子
ケショウ	化粧
ヨツカド	四つ角
クツ	靴
ツル	釣る
サビシイ	寂しい
トカス	解かす
センス	扇子
センプウキ	扇風機
ナサル	為さる
アサゴハン	朝御飯
アタタメル	温める
ニオイ	匂い
ロウカ	廊下
スミ	隅
ヒロウ	拾う
アヤシイ	怪しい
ドウシ	動詞
カゼ	風邪
ヨッパラウ	酔っ払う
ヒックリカエル	引っ繰り返る
ムシアツイ	蒸し暑い
カワカス	乾かす
ハナ	鼻
オマワリサン	お巡りさん
トオク	遠く
フルエル	震える
ゴハン	ご飯
ノリコシ	乗り越し
オレイ	お礼
カワ	河
エライ	偉い
ヨッパライ	酔っ払い
ナカナオリ	仲直り
ツクエ	机
セマイ	狭い
トドク	届く
トドケル	届ける
キンヨウビ	金曜日
ゲツヨウビ	月曜日
スイヨウビ	水曜日
ドヨウビ	土曜日
ニチヨウビ	日曜日
ネムイ	眠い
モクヨウビ	木曜日
マク	巻く
テイネイ	丁寧
センタク	洗濯
ネコ	猫
コタエル	答える
オレル	折れる
シカシ	併し
ヤク	焼く
ヤケル	焼ける
ソデ	袖
イノル	祈る
スイミン	睡眠
ボウシ	帽子
ヨウ	酔う
オクサン	奥さん
ジュンスイ	純粋
ツメル	詰める
ズイブン	随分
タンジョウビ	誕生日
デムカエル	出迎える
トオリカカル	通り掛かる
カケザン	掛け算
シメル	湿る
ゼヒトモ	是非とも
キップ	切符
シヘイ	紙幣
サラ	皿
メシアガル	召し上がる
オバ	叔母
ユレル	揺れる
サムイ	寒い
ナマゴミ	生ごみ
シバラク	暫く
オバ	伯母
サイジツ	祭日
フリコム	振り込む
ワスレル	忘れる
フク	吹く
オドロク	驚く
イクツ	幾つ
デキル	出来る
マタハ	又は
オテアライ	お手洗い
トコヤ	床屋
シオカライ	塩辛い
オイワイ	お祝い
デキルダケ	出来るだけ
シク	敷く
コボス	零す
オニイサン	お兄さん
オジイサン	お祖父さん
オバアサン	お祖母さん
マタ	又
オオキナ	大きな
オダイジニ	お大事に
ゼンジツ	前日
ナク	鳴く
オナカ	お腹
ケムイ	煙い
ヤハリ	矢張り
エサ	餌
オモチャ	玩具
ワケ	訳
オドル	踊る
トイアワセ	問い合わせ
トウキョウ	東京
イタダク	頂く
ダメ	駄目
ユノミ	湯飲み
イチド	一度
トケル	溶ける
サクセイ	作成
クモル	曇る
ナク	泣く
スズシイ	涼しい
ホメル	褒める
カワク	乾く
カエル	変える
ブツリガク	物理学
ツギツギ	次々
オネエサン	お姉さん
ケンサク	検索
サク	咲く
オツリ	お釣り
カレシ	彼氏
ショクリョウヒン	食料品
タマタマ	偶々
ミガク	磨く
ハク	履く
ケガ	怪我
タタム	畳む
シマ	縞
ヌレル	濡れる
ダレカ	誰か
ナマケル	怠ける
ワク	沸く
ウマイ	美味い
オカシ	お菓子
ホシュウ	補習
ウカガウ	伺う
ハル	貼る
イツ	何時
ニオウ	臭う
ニカイダテ	二階建て
タク	炊く
カイギシツ	会議室
ケンキュウシツ	研究室
ノド	喉
ネボウ	寝坊
コウザ	口座
ゼイタク	贅沢
イタズラ	悪戯
ツモリ	積もり
コウザ	講座
ジュウギョウ	従業
ソレ	其れ
カフンショウ	花粉症
チョウタン	長短
イクラ	幾ら
イキナリ	行き成り
タバコ	煙草
ドウリョウ	同僚
シアガル	仕上がる
ゼヒ	是非
フタ	蓋
コノゴロ	この頃
フリダス	降り出す
チカン	痴漢
クライ	暗い
モラウ	貰う
ウラ	裏
コレ	此れ
タクサン	沢山
ハキケ	吐き気
オネガイシマス	お願いします
サシコム	差し込む
アンショウバンゴウ	暗証番号
オカゲサマデ	お蔭様で
マユゲ	眉毛
オヒル	お昼
ドコ	何処
イキグルシイ	息苦しい
アコガレル	憧れる
ヌラス	濡らす
モノスゴイ	物凄い
タタク	叩く
スイハンキ	炊飯器
ムク	剥く
カム	噛む
ナデル	撫でる
アフレル	溢れる
ソル	剃る
ショジュン	初旬
ソロウ	揃う
ソロエル	揃える
ジャガイモ	ジャガ芋
フク	拭く
モウカル	儲かる
モウケル	儲ける
タメル	溜める
タマル	溜まる
ゴゾンジ	ご存知
コレカラ	此れから
ズラス	滑らす
ソシテ	然して
ソレカラ	其れから
ソレデ	其れで
ソレニ	其れに
ダラシナイ	だらし無い
トンデモナイ	とんでも無い
ブツカル	打つかる
モシ	若し
ヤッパリ	矢っ張り
ヤル	遣る
ガラス	硝子
ヌルイ	温い
クダラナイ	下らない
イツモ	何時も
ヤカマシイ	喧しい
ウレシイ	嬉しい
アナタ	貴方
ヨロシイ	宜しい
アクビ	欠伸
クレル	呉れる
ココ	此処
シカル	叱る
シッポ	尻尾
ツイニ	遂に
スゴイ	凄い
ナルベク	成るべく
ナルホド	成程
マズ	先ず
ソレデハ	其れでは
ワザト	態と
オトナシイ	大人しい
チョウド	丁度
トウトウ	到頭
ドウシテ	如何して
ウルサイ	煩い
カブセル	被せる
オイシイ	美味しい
フト	不図
マズイ	不味い
マダ	未だ
メチャクチャ	目茶苦茶
コボレル	零れる
イツデモ	何時でも
コノ	此の
アラユル	有らゆる
オカズ	御数
カナリ	可也
シッカリ	確り
ノンキ	暢気
ヒドイ	酷い
マスマス	益々
ツケル	点ける
ソウシテ	然うして
タマニ	偶に
ナガイ	永い
キレイ	綺麗
ゴランニナル	ご覧になる
ハナミズ	鼻水
カンソウキ	乾燥機
ショウユ	しょう油
カレラ	彼等
ヨク	良く
ウタ	歌(う)
トオ	通(る)
ハズ	外(す)
ハナシア	話し合(う)
ウケト	受け取(る)
アラタ	改(める)
サダ	定(める)
マワ	回(す)
トイア	問い合(わせる)
デア	出会(う)
ナリタ	成り立(つ)
ウゴ	動(かす)
オモイダ	思い出(す)
ミナオ	見直(す)
タモ	保(つ)
クダ	下(る)
アラソ	争(う)
ウミダ	生み出(す)
カゾ	数(える)
ウリダ	売り出(す)
シリア	知り合(う)
ヒキア	引き上(げる)
ヒキサ	引き下(げる)
ウタガ	疑(う)
サダ	定(まる)
モチ	用(いる)
カマ	構(う)
クワ	加(わる)
ハズ	外(れる)
ハナ	話(す)
ハジ	始(める)
シタ	親(しむ)
クバ	配(る)
ホウ	報(じる)
ヒキト	引き取(る)
クワ	加(える)
トウ	投(じる)
スス	進(む)
ワタ	渡(す)
ノゾ	望(む)
タノ	楽(しむ)
フカ	深(める)
ウツ	移(す)
ワカ	別(れる)
エン	演(ずる)
ヒキダ	引き出(す)
ノコ	残(る)
ハナ	放(つ)
ミハナ	見放(す)
ハカ	図(る)
タメ	試(す)
イソ	急(ぐ)
ミキワ	見極(める)
コノ	好(む)
ホドコ	施(す)
トビダ	飛び出(す)
フカ	深(まる)
オサ	収(まる)
オサ	収(める)
マチウ	待ち受(ける)
ウツ	写(る)
ヒッパ	引っ張(る)
ソナ	備(わる)
ヤクニタ	役に立(つ)
ソダ	育(つ)
ヤブ	破(る)
マチカマ	待ち構(える)
モウシア	申し上(げる)
トリケ	取り消(す)
ソソ	注(ぐ)
オイダ	追い出(す)
ノボ	登(る)
クミコ	組み込(む)
オチコ	落ち込(む)
モヨオ	催(す)
メイ	命(じる)
フリカエ	振り返(る)
モウ	申(す)
ウツ	写(す)
ツラ	連(ねる)
マチノゾ	待ち望(む)
クル	苦(しめる)
アマ	余(る)
ハイ	入(る)
マナ	学(ぶ)
ネラ	狙(う)
ヨビダ	呼び出(す)
ツク	作(る)
ソナ	備(える)
ツノ	募(る)
キン	禁(じる)
ナオ	治(る)
ヨロコ	喜(ぶ)
ヨロコ	喜(ばす)
ヨビカ	呼び掛(ける)
シメキ	締め切(る)
スク	救(う)
ミダ	乱(れる)
ヨソオ	装(う)
ソコ	損(なう)
タヨ	頼(る)
ウラギ	裏切(る)
ミア	見合(わせる)
キザ	刻(む)
ムカ	迎(える)
トリコ	取り込(む)
ウチコ	打ち込(む)
コワ	壊(す)
ヒキツ	引き継(ぐ)
タタカ	闘(う)
ロン	論(じる)
ショウ	生(じる)
オコナ	行(う)
タチヨ	立ち寄(る)
クイコ	食い込(む)
コワ	壊(れる)
オソ	恐(れる)
ノリカ	乗り換(える)
マニア	間に合(う)
オウ	応(ずる)
マニア	間に合(わせる)
アバ	暴(れる)
ミノ	実(る)
ドウ	動(じる)
アラワ	表(す)
ロン	論(ずる)
エラ	選(ぶ)
カン	感(ずる)
ミア	見上(げる)
トオリス	通り過(ぎる)
ウチア	打ち上(げる)
タカ	高(まる)
タカ	高(める)
ハジ	始(まる)
フンバ	踏ん張(る)
ツクリア	作り上(げる)
カヨ	通(う)
タオ	倒(す)
ムク	報(いる)
ヒッコ	引っ越(す)
キド	気取(る)
ノリコ	乗り越(える)
ヤワ	和(らぐ)
ヤワ	和(らげる)
マジ	交(わる)
フセ	防(ぐ)
ノボ	上(る)
ツト	務(める)
ハカ	測(る)
ツヨ	強(める)
ハラ	払(う)
ミチガ	見違(える)
マド	惑(わす)
オモ	思(う)
アタ	与(える)
タビダ	旅立(つ)
ウケイ	受け入(れる)
カク	隠(す)
エン	演(じる)
ナガビ	長引(く)
トリダ	取り出(す)
ナヅ	名付(ける)
ヒキオ	引き起(こす)
シル	記(す)
メダ	目立(つ)
コロ	転(がす)
コロ	転(がる)
ムス	結(ぶ)
チガ	違(う)
サワ	騒(ぐ)
ココロエ	心得(る)
アラワ	現(す)
ヒロ	広(める)
アタタ	温(まる)
カサ	重(ねる)
カンガ	考(える)
アツ	集(まる)
アツ	集(める)
ワラ	笑(う)
ツカ	使(う)
イタ	致(す)
ミト	認(める)
マイ	参(る)
ウツ	映(る)
タチア	立ち上(がる)
ヒロ	広(がる)
モド	戻(す)
オシ	教(える)
カザ	飾(る)
キヅ	気付(く)
タシ	確(かめる)
ハコ	運(ぶ)
アラワ	現(れる)
シラ	調(べる)
ヒロ	広(げる)
アジ	味(わう)
マチガ	間違(える)
ミオ	見下(ろす)
デキア	出来上(がる)
ナガ	流(す)
アズ	預(ける)
シン	信(じる)
カエ	返(す)
キニイ	気に入(る)
ヒキウ	引き受(ける)
トリア	取り上(げる)
カタ	語(る)
モノガタ	物語(る)
トトノ	整(う)
ミオク	見送(る)
オク	送(る)
ナオ	直(す)
マワ	回(る)
ヤト	雇(う)
クラ	比(べる)
アズ	預(かる)
コトワ	断(る)
シボ	絞(る)
オソ	教(わる)
ミツ	見付(かる)
ヒカ	光(る)
コロ	転(ぶ)
ツウ	通(じる)
キラ	嫌(う)
スワ	座(る)
タズ	訪(ねる)
サシア	差し上(げる)
ノコ	残(す)
オサ	治(める)
タチド	立ち止(まる)
タス	助(ける)
ハカ	計(る)
カギ	限(る)
イイダ	言い出(す)
ツタ	伝(わる)
タス	助(かる)
メイ	命(ずる)
チカヅ	近付(ける)
ウシナ	失(う)
ゾン	存(じる)
サガ	探(す)
マモ	守(る)
カサ	重(なる)
ナラ	並(ぶ)
ウツ	映(す)
オボ	覚(える)
オイツ	追い付(く)
ヨコギ	横切(る)
ウケモ	受け持(つ)
アラ	洗(う)
ウツ	移(る)
メザ	目指(す)
イワ	祝(う)
カツ	担(ぐ)
マチア	待ち合(わせる)
ナオ	直(る)
カエ	帰(る)
トオ	通(す)
シン	信(ずる)
ナオ	治(す)
ツキア	付き合(う)
クギ	区切(る)
ツッコ	突っ込(む)
ナガ	流(れる)
ワタ	渡(る)
ハシ	走(る)
ツカ	捕(まえる)
ヤス	休(む)
ハカ	量(る)
ツキア	突き当(たる)
ミマ	見舞(う)
テツダ	手伝(う)
ニア	似合(う)
クズ	崩(す)
カブ	被(る)
タノ	頼(む)
カエ	反(る)
アソ	遊(ぶ)
ヨゴ	汚(れる)
チカヨ	近寄(る)
ツト	努(める)
ハリキ	張り切(る)
クズ	崩(れる)
カエ	帰(す)
ショウ	生(ずる)
タオ	倒(れる)
ミツ	見付(ける)
ウケタマワ	承(る)
モウシコ	申し込(む)
トビコ	飛び込(む)
ヒラ	開(く)
シハラ	支払(う)
ケズ	削(る)
ネガ	願(う)
ウゴ	動(く)
フト	太(る)
チヂ	縮(む)
ウラガエ	裏返(す)
オモイツ	思い付(く)
デカ	出掛(ける)
ヒキカエ	引き返(す)
オチツ	落ち着(く)
クリカエ	繰り返(す)
トリイ	取り入(れる)
ナラ	習(う)
ツヅ	続(く)
ツヅ	続(ける)
スス	進(める)
クル	苦(しむ)
ヒッコ	引っ込(む)
ササ	支(える)
サワ	触(る)
ハナ	離(す)
アヤマ	謝(る)
クル	包(む)
マカ	任(せる)
カカ	係(わる)
ウス	薄(める)
ハライコ	払い込(む)
サソ	誘(う)
ニギ	握(る)
ハヤ	流行(る)
ヌス	盗(む)
ブツ	打付(ける)
オイコ	追い越(す)
ウリキ	売り切(れる)
ユズ	譲(る)
スベ	滑(る)
モド	戻(る)
ソダ	育(てる)
ツカ	疲(れる)
カタヅ	片付(ける)
ノリオク	乗り遅(れる)
オク	遅(れる)
ツタ	伝(える)
ハタラ	働(く)
コオ	凍(る)
ハライモド	払い戻(す)
コマ	困(る)
オコ	怒(る)
オヨ	泳(ぐ)
タズ	尋(ねる)
クサ	腐(る)
ヨゴ	汚(す)
ハブ	省(く)
カタヅ	片付(く)
トリカ	取り替(える)
アル	歩(く)
ツト	勤(める)
ナラ	並(べる)
イヤ	嫌(がる)
カワイ	可愛(がる)
カセ	稼(ぐ)
ネム	眠(る)
ハナシカ	話し掛(ける)
アマ	甘(やかす)
アタタ	温(める)
ヒロ	拾(う)
ヨッパラ	酔っ払(う)
ヒックリカエ	引っ繰り返(る)
カワ	乾(かす)
フル	震(える)
トド	届(く)
トド	届(ける)
コタ	答(える)
イノ	祈(る)
デムカ	出迎(える)
トオリカ	通り掛(かる)
シメ	湿(る)
メシア	召し上(がる)
フリコ	振り込(む)
ワス	忘(れる)
オドロ	驚(く)
デキ	出来(る)
コボ	零(す)
オド	踊(る)
イタダ	頂(く)
クモ	曇(る)
カワ	乾(く)
ミガ	磨(く)
タタ	畳(む)
ナマ	怠(ける)
ウカガ	伺(う)
ニオ	臭(う)
シア	仕上(がる)
フリダ	降り出(す)
モラ	貰(う)
サシコ	差し込(む)
アコガ	憧(れる)
タタ	叩(く)
アフ	溢(れる)
ソロ	揃(う)
ソロ	揃(える)
モウ	儲(かる)
モウ	儲(ける)
シカ	叱(る)
カブ	被(せる)
コボ	零(れる)
ゴラン	ご覧(になる)
