アカリ	明かり
フクダイ	副題
ヨウチエン	幼稚園
レイジョウ	礼状
コッカシケン	国家試験
クツ	靴
ソウデン	送電
オイウチ	追い打ち
ミンカンホウソウ	民間放送
カンゴ	漢語
キョウコク	強国
ダイチ	台地
テンリ	天理
ウラモン	裏門
アキナイ	商い
ショウヨウ	商用
ゲンダンカイ	現段階
オオアキナイ	大商い
イジン	偉人
マボロシ	幻
ゲンソウ	幻想
アイコトバ	合言葉
カゲノナイカク	影の内閣
イチジンブツ	一人物
シンギ	信義
タイギメイブン	大義名分
ヒンパツ	頻発
モノゴコロ	物心
ホンメイ	本命
ヒソカ	密か
カンセイ	管制
ショカン	所管
マチハズレ	町はずれ
ツル	釣る
ランケイ	卵形
タマゴガタ	卵形
キギ	木々
ナイゾウ	内蔵
エンカ	演歌
カンヨウク	慣用句
ツカイワケ	使い分け
ジツリョクコウシ	実力行使
セイキョウイク	性教育
セイイク	生育
ホトケ	仏
リョウテキ	量的
キキガキ	聞き書き
ジッセン	実践
ブラク	部落
セバマル	狭まる
クウユ	空輸
キズク	築く
トボシイ	乏しい
カソ	過疎
ミクダス	見下す
ジテン	次点
オロカ	疎か
オロソカ	疎か
ニノツギ	二の次
ミンペイ	民兵
グンピョウ	軍兵
カタン	加担
カンセツテキ	間接的
シンコウ	信仰
ミズケ	水気
セッテン	接点
ヨボウセッシュ	予防接種
スイリ	水利
サビシイ	寂しい
キレメ	切れ目
ムリシ	無利子
ムサク	無策
セイキュウケン	請求権
サイニン	再任
マットウ	全う
デンキ	電器
ヒンセイ	品性
バンコク	万国
ジユウケイザイ	自由経済
ロウドウキジュンホウ	労働基準法
ノル	載る
コウイ	高位
ブイ	部位
トカス	解かす
クウテン	空転
グウスウ	偶数
ジョウムイン	乗務員
セイロン	正論
ロンガイ	論外
カイケイネンド	会計年度
サイケントウ	再検討
オコタル	怠る
オオダナ	大店
カクダン	格段
カエリミチ	帰り道
ケイロ	経路
マップタツ	真っ二つ
セッチュウ	折衷
カワリ	替わり
ダン	段
シニタイ	死に体
ワルサ	悪さ
ジュナン	受難
センス	扇子
センプウキ	扇風機
ダイカン	代官
タンカ	担架
リュウハ	流派
ショウトウ	消灯
ナサル	為さる
ヨメ	嫁
キョウカ	教科
ボウクウ	防空
ゾウハツ	増発
ツユイリ	入梅
ニュウバイ	入梅
シンカブ	新株
ソウカンカンケイ	相関関係
シンコウ	進攻
カンド	感度
コウゴウ	皇后
オクラス	遅らす
キョウトウ	教頭
ショウリツ	勝率
テイリツ	定率
ジビョウ	持病
スイシン	水深
ミズグチ	水口
エイジ	英字
ジョウカン	情感
テイリ	低利
ノウサギョウ	農作業
コクジョウ	国情
キョウサイ	共催
ナゲダス	投げ出す
ヒトエ	単
ホウセイキョク	法制局
トウシュセン	投手戦
カイギョウイ	開業医
サイブ	細部
シキキン	敷金
アサゴハン	朝御飯
ヌクモリ	温もり
コウリツテキ	効率的
サツ	冊
ジヘン	事変
コワダカ	声高
フクチョウ	復調
モクセイ	木製
アタタメル	温める
ニオイ	匂い
シキリ	仕切り
ドロ	泥
ケッセントウヒョウ	決選投票
ムトウヒョウ	無投票
フリツケ	振り付け
ケンカイ	県会
マネク	招く
ツウネン	通念
タンボ	田んぼ
ヒンパン	頻繁
サイコウケン	最高検
コト	琴
シュウセキ	集積
マタセル	待たせる
カミ	加味
シカイ	市会
シケン	私見
タシツ	多湿
モウテン	盲点
ガンキン	元金
キンセキ	金石
カンヅメ	缶詰め
ジフ	自負
ミンゾクジケツ	民族自決
シゾク	氏族
カイコウ	開校
ゲンキュウ	言及
ザイ	財
ブンコウ	分校
イサマシイ	勇ましい
ノミコム	飲み込む
カクナイ	閣内
ザイセイトウユウシ	財政投融資
アンジュウ	安住
コウワン	港湾
イタメル	傷める
レットウカン	劣等感
ユギン	輸銀
オウジョウ	往生
ヒラキナオル	開き直る
トウチョク	当直
モンダイイシキ	問題意識
イソウ	移送
コオウ	呼応
アサガタ	朝方
ヌウ	縫う
ホンチョウ	本朝
ロウカ	廊下
コクロウ	国労
シンキュウ	新旧
アラワス	著す
アラワス	著わす
ツウレイ	通例
ショウサ	小差
テンサ	点差
イッシツ	一室
カッコ	確固
スミ	隅
ニホンシキ	日本式
リョウシキ	良識
リョウシツ	良質
シゼンカイ	自然界
シキブ	式部
ダイシゼン	大自然
コウキョウガク	交響楽
アル	在る
ソメル	初める
スイジ	炊事
ハイグウシャ	配偶者
トウカク	当確
カスミ	霞
ケンエイ	県営
シュッチョウジョ	出張所
ヒロウ	拾う
シュウトク	拾得
ヒョウケツ	評決
アユミ	歩み
ロンピョウ	論評
シュウカンシ	週刊誌
ショクノウ	職能
センド	鮮度
ヘイボン	平凡
ホンショク	本職
アカリ	灯
シャカイウンドウ	社会運動
センニン	専任
センモンテキ	専門的
ブッショウ	物証
サマタゲル	妨げる
ホシュテキ	保守的
ヨル	拠る
カンリ	監理
アタマキン	頭金
リョウフウ	涼風
イゴ	囲碁
カイキ	怪奇
カンタン	感嘆
イニシエ	古
コト	古都
シンブンシ	新聞紙
チュウコシャ	中古車
ワシ	和紙
コウバシイ	香ばしい
アヤシイ	怪しい
カク	欠く
カケル	欠ける
カケラ	欠けら
ツドウ	集う
フウゾク	風俗
ゲキヘン	激変
シケンジョウ	試験場
シケンテキ	試験的
イマサラ	今更
シリョウ	史料
ドウシ	動詞
サバク	砂漠
ヨフケ	夜更け
シュウチ	周知
テンシ	天使
テンネンキネンブツ	天然記念物
カゼ	風邪
ケンシ	検視
ビジュツテン	美術展
イシカイ	医師会
ショウガク	商学
キザイ	機材
ジンメイ	人命
ヨッパラウ	酔っ払う
ダイヤク	代役
ドウギ	道義
メイウン	命運
マンマン	満々
マンキ	満期
コヤク	子役
コクイッコクト	刻一刻と
ニグウ	二宮
ロウドウウンドウ	労働運動
マルマル	丸々
モッコウ	木工
ケイジョウ	形状
ケイセイ	形勢
タイケイ	体形
キタエル	鍛える
デンカ	電化
デンシン	電信
オガム	拝む
ハイケイ	拝啓
コクサイデンシンデンワ	国際電信電話
ショゾウ	所蔵
コッカ	国歌
モッテクル	持ってくる
モッテクル	持って来る
ジョウケイ	情景
リョウサン	量産
シャカイキョウイク	社会教育
クウボ	空母
ミブンショウメイショ	身分証明書
ブンシン	分身
ラクゴカ	落語家
カシキリ	貸切り
フキダス	噴き出す
ミウゴキ	身動き
カイツケ	買い付け
マツバラ	松原
チュウオウ	中欧
ツキ	突き
ダッコ	抱っこ
ヒックリカエル	引っ繰り返る
ジダン	示談
ヒタス	浸す
ヘイイン	兵員
ホケンショ	保健所
カンセツゼイ	間接税
コッカイ	黒海
シンゲキ	進撃
ミズギワ	水際
セッシュ	接種
チョクセツテキ	直接的
ニンシン	妊娠
ノウドウ	能動
コノンデ	好んで
カキ	火器
ミワケル	見分ける
イイキル	言い切る
シュッカ	出火
アカイ	紅い
ヒキドキ	退き時
フタイテン	不退転
ホウシ	奉仕
ムキリョク	無気力
ムセイフ	無政府
シタウケ	下請け
マツリ	祭
タイエキ	退役
ムキメイ	無記名
ヒグチ	火口
タチノキ	立ち退き
コスウ	戸数
ワタシタチ	私達
ドキ	土器
セッキ	石器
シキ	士気
ショウヨ	賞与
エガク	描く
ツキソイ	付添い
ヒンイ	品位
カイメイ	改名
カンサツ	監察
ワカメ	和布
ムシアツイ	蒸し暑い
テンシュツ	転出
ドウジョウ	同乗
カワカス	乾かす
シンペン	身辺
セイ	姓
ソウケイ	総計
ドウセイ	同姓
オソルベキ	恐るべき
シキギョウ	私企業
カショウヒョウカ	過小評価
ケンゾウ	建造
マウエ	真上
マアタラシイ	真新しい
ヘンゾウ	変造
シリュウ	支流
ジリュウ	時流
トビダシ	飛び出し
カクアゲ	格上げ
ソロバン	算盤
タットブ	尊ぶ
ムシカク	無資格
ヒギシャ	被疑者
ゲンケイ	原型
コウユウ	公有
ジンミンセンセン	人民戦線
チュウガタ	中型
ハナ	鼻
カブケン	株券
ギシン	疑心
ゴカン	五感
タテガキ	縦書き
マエガシラ	前頭
ズジョウ	頭上
フロウシャ	浮浪者
アタマウチ	頭打ち
トナリアウ	隣合う
トナリアワセ	隣合わせ
ミキリハッシャ	見切り発車
マグチ	間口
コウジョウ	口上
クチキキ	口利き
ソウトク	総督
キタグチ	北口
カタ	過多
ジュギョウリョウ	授業料
テイガクネン	低学年
テイラク	低落
ツブ	粒
ジヒ	慈悲
タンカ	単価
オマワリサン	お巡りさん
イチョウ	医長
トオク	遠く
コマカ	細か
カゼグスリ	風邪薬
コウヨウ	効用
ダンジキ	断食
ヨウロウイン	養老院
ホヨウジョ	保養所
リョウヨウジョ	療養所
ヨウゴ	養護
ホウリュウ	放流
コトワリ	断り
フクトウ	復党
イダイ	偉大
イトテキ	意図的
コウヒンシツ	高品質
シタテ	仕立て
ズシキ	図式
ナニヤラ	何やら
コウキョウ	好況
ソウジュク	早熟
ナンニモ	何にも
オキザリ	置き去り
オンド	音頭
ガイ	街
ウワヅミ	上積み
ミナミグチ	南口
ナンコク	南国
フキョウワオン	不協和音
ツミカサネ	積み重ね
キョシテキ	巨視的
シブツ	私物
シュウカク	収穫
ダイリセキ	大理石
モウシアワセ	申し合わせ
キオイ	気負い
フルエル	震える
ネガワクハ	願わくは
ジョメイ	除名
ムリヤリ	無理矢理
イッコウ	一校
ショウヒザイ	消費財
ジョガッコウ	女学校
ツイトウ	追悼
ゴハン	ご飯
テワタス	手渡す
ワタリ	渡り
ジョウシキテキ	常識的
ヨコス	寄越す
ケッサイ	決裁
コチョウ	誇張
テアタリシダイ	手当たり次第
ノリコス	乗り越す
ノリコス	乗越す
シンガク	神学
ノリコシ	乗り越し
ノリコシ	乗越し
ギョウセイショブン	行政処分
チョウトウハ	超党派
トクシツ	得失
イチバンテ	一番手
ウワサ	噂
ヨビダシ	呼び出し
イマヒトツ	今一
サクバン	昨晩
フニン	赴任
ウケオイ	請負
エンダテ	円建て
ケンギ	建議
コンリュウ	建立
コシツ	個室
ハジル	恥じる
ウレエル	憂える
ジシツ	自室
ニホンガクジュツカイギ	日本学術会議
コタイ	個体
アワタダシイ	慌ただしい
サイリョウ	最良
ヤケ	自棄
シンゴ	新語
シゴ	私語
キンヨクテキ	禁欲的
ヨクブカ	欲深
キメダマ	決め球
カイシュウ	改修
セイメイ	姓名
セイタイガク	生態学
フレル	触れる
ボン	盆
アキヤ	空き家
カイヘイタイ	海兵隊
ホウチ	報知
カイジョウジエイタイ	海上自衛隊
キンシン	近親
シュウマツ	終末
オヤブン	親分
タイガン	対岸
ウミノオヤ	生みの親
センモンイ	専門医
キャクイン	客員
ボウズ	坊主
コクドチリイン	国土地理院
シンカラ	心から
ココロカラ	心から
ワカバ	若葉
ソシキテキ	組織的
ジャクネン	若年
リガイカンケイ	利害関係
イソギ	急ぎ
キュウシ	急死
ココン	古今
チヂメル	縮める
チヂレル	縮れる
ムハイ	無配
ハイホン	配本
ハイヤク	配役
セイシ	製紙
セル	競る
オレイ	お礼
セリアウ	競り合う
エンザン	演算
サンシュツ	算出
ソウケン	送検
コウキョウホウソウ	公共放送
ジュウカサンゼイ	重加算税
オイアゲル	追い上げる
オクリダシ	送り出し
テンモン	天文
テンモンガク	天文学
テンモンダイ	天文台
ビガク	美学
ツクリワライ	作り笑い
シジ	師事
カワ	河
オカシナ	可笑しな
ネンショウ	年商
エライ	偉い
タガイチガイ	互い違い
テキシュツ	摘出
キュウスイ	給水
ヨッパライ	酔っ払い
ゼンタイシュギ	全体主義
メイダイ	命題
メイメイ	命名
ジュキュウ	受給
ヤクマワリ	役回り
アタリヤク	当たり役
ヤクニタタナイ	役に立たない
イッパイ	一敗
ガンユウ	含有
デンソウ	伝送
デンドウ	伝道
ハイシャ	敗者
ハイソ	敗訴
ハイタイ	敗退
イカン	移管
カンク	管区
ニュウコクカンリキョク	入国管理局
モトキ	本木
キノミ	木の実
ユチャク	癒着
ハイカン	配管
フクスケ	福助
ハタラカセル	働かせる
ゲンケイ	原形
ミズワリ	水割り
ゾウショ	蔵書
ケンキュウカン	研究官
ナカナオリ	仲直り
サンリョウ	産量
ムジュウリョウ	無重量
イッシン	一身
ミガワリ	身代わり
シマネ	島根
ボコウ	母校
ミバエ	見栄え
カイアゲ	買い上げ
カイサツグチ	改札口
ツクエ	机
セマイ	狭い
イッショク	一色
ホウオウ	訪欧
ワカマツ	若松
クキョウ	苦境
ニガオエ	似顔絵
マネル	真似る
ツマサキ	つま先
シュショウ	首唱
チョクセツセンキョ	直接選挙
キシカイセイ	起死回生
タイカン	退官
タイサ	大佐
オモイオコス	思い起こす
イッコダテ	一戸建て
カクカゾク	核家族
メグム	恵む
シノブ	忍ぶ
マンガイチ	万が一
マンネン	万年
モンコ	門戸
メグマレル	恵まれる
ヤムヲエナイ	やむを得ない
ケイジバン	掲示板
シカン	士官
ヨワムシ	弱虫
センシ	戦士
チャクチ	着地
グウゾウ	偶像
サッチ	察知
ソウジョウ	相乗
ブンジョウ	分乗
ナノリデル	名乗り出る
ナノル	名乗る
ヨウモウ	羊毛
ジハン	自販
テンセン	転戦
ショクゴ	食後
ホリョ	捕虜
ツユ	露
ハナゾノ	花園
カツロ	活路
グタイカ	具体化
クウロ	空路
スイロ	水路
ヒフ	皮膚
ハルバショ	春場所
ニホンドウロコウダン	日本道路公団
ヨコメ	横目
ヨコテ	横手
イシツ	異質
イショク	異色
イヘン	異変
ガイマイ	外米
ニゲアシ	逃げ足
イカン	遺憾
イッチョクセン	一直線
マエガリ	前借り
チュウオウシュウケン	中央集権
ハイセン	配線
レンケイ	連係
ススメル	薦める
ユルメル	緩める
ゲンメイ	言明
ダイシャ	台車
ジス	辞す
オセッカイ	お節介
オセチリョウリ	お節料理
セキグン	赤軍
トクチョウ	特長
ユウカン	勇敢
ジツギ	実技
メイユウ	名優
ミヤマ	深山
シュンジュウ	春秋
カシラモジ	頭文字
ノウサン	農産
ヒツジュヒン	必需品
エイノウ	営農
ノウチカイカク	農地改革
ノウホウ	農法
ジキョク	時局
コル	凝る
サス	射す
ムシャ	武者
フヤス	殖やす
オサマリ	収まり
カタムケル	傾ける
コンチュウ	昆虫
カタムク	傾く
カシゲル	傾げる
イキトドク	行き届く
デンピョウ	伝票
トドク	届く
トドケル	届ける
ヘンシツ	変質
ムゼイ	無税
トケコム	溶け込む
ヒョウデン	票田
アオバ	青葉
ケイバジョウ	競馬場
ブッシツテキ	物質的
アワレ	哀れ
キンヨウビ	金曜日
ゲツヨウビ	月曜日
ゾウニ	雑煮
スイヨウビ	水曜日
ゼンシュウ	前週
ドヨウビ	土曜日
ドウセイアイ	同性愛
ニチヨウビ	日曜日
ヤブリ	破り
ネムイ	眠い
モクヨウビ	木曜日
ナニゲナイ	何気ない
サッキョウシスウ	作況指数
オンシツ	音質
セイナン	西南
セキ	積
ツミタテキン	積立金
ヨクヨウ	抑揚
カンノン	観音
マチアイ	待合
マタス	待たす
キュウセン	休戦
シコウ	試行
シリ	尻
トウセキ	投石
アジツケ	味付け
キレアジ	切れ味
バッスイ	抜粋
マク	巻く
ザイセイナン	財政難
コモリウタ	子守歌
トリマク	取り巻く
タバ	把
ザイムカン	財務官
タチギエ	立ち消え
ギジロク	議事録
ケンシキ	見識
シキシャ	識者
センイキ	戦域
フワタリ	不渡り
ユウユウ	悠々
メンシキ	面識
イシキテキ	意識的
キロクテキ	記録的
イチジョ	一助
ジョエン	助演
ノボリクダリ	上り下り
ジョウホウショリ	情報処理
テイネイ	丁寧
インセキ	引責
サイホウ	裁縫
センタク	洗濯
ロウサク	労作
フネンブツ	不燃物
ショウリョク	省力
キュウセイ	旧制
ショウガイ	渉外
ウメボシ	梅干
アマヤドリ	雨宿り
コウシュウエイセイ	公衆衛生
シュウ	衆
ジュツ	術
ジュツゴ	術後
ケンセイ	憲政
ゴソウ	護送
シゴ	死語
シヨウ	枝葉
エダハ	枝葉
ヨキ	良き
イッショニ	一緒に
アシバヤ	足早
ナイショ	内緒
ネコ	猫
ハクサイ	白菜
ジュセイ	受精
モンゼン	門前
ハシワタシ	橋渡し
シシャ	試写
センシュウ	専修
ビンヅメ	瓶詰
ホシュウ	補修
ミハリ	見張り
ヒトリアルキ	独り歩き
アルキマワル	歩き回る
ホヘイ	歩兵
ツツミガミ	包み紙
ホウカゴ	放課後
リョウ	寮
アキ	飽き
スイトウ	水筒
ヨビヒ	予備費
ネンガク	年額
バカラシイ	馬鹿らしい
キョウコウサイケツ	強行採決
カヨワイ	か弱い
サクフウ	作風
ジャク	弱
ニゴル	濁る
タニマ	谷間
トウ	塔
カゼアタリ	風当たり
カンジョウ	環状
カエッテ	却って
シメイテハイ	指名手配
ハイデン	配電
コシ	古紙
キョウバイ	競売
ハシタナイ	端たない
チケン	治験
ゴウヒ	合否
シボウリツ	死亡率
ソウケッサン	総決算
コタエル	答える
メイシ	名詞
サンシュ	三種
ホンヨサン	本予算
シュシン	主審
オレル	折れる
テンジン	天神
テンチ	天地
ヤシキ	屋敷
イチジョウ	一条
ナエ	苗
ホンカン	本館
カンナイ	館内
ギギ	疑義
ギエンキン	義援金
ゲンギ	原義
ゲンザイリョウ	原材料
コウコウ	航行
マンカイ	満開
カタガキ	肩書き
ヤタイ	屋台
シカシ	併し
タイハイ	大敗
ケイ	系
シュカン	主管
アジキナイ	味気ない
ミチクサ	道草
カンクキショウダイ	管区気象台
ガイデン	外電
テッテイテキ	徹底的
インショクテン	飲食店
インリョウスイ	飲料水
トダナ	戸棚
ベンゴニン	弁護人
キョウイクシャ	教育者
ムリョウ	無量
スイリョウ	水量
キョウイクテキ	教育的
ゲンジュウミン	原住民
オチド	落ち度
ラクガキ	落書き
キズツク	傷付く
ホボ	保母
カイイレ	買い入れ
トウラク	当落
ツッパリ	突っ張り
ヒキシマル	引き締る
ライホウ	来訪
ヨセ	寄せ
セッチャク	接着
ドウコウ	同好
コウケイキ	好景気
コウラクチ	行楽地
ヒダネ	火種
キコウ	起工
ゲンタイ	減退
コウエキ	公益
クチビ	口火
コクエキ	国益
シュウガク	就学
ウケオウ	請け負う
タイシャ	退社
ウリコミ	売り込み
イッチャク	一着
キョウソウ	競走
コクシ	国士
ゼイリシ	税理士
ドクソウ	独走
ソッコウ	速攻
イチバンノリ	一番乗り
ソツイ	訴追
エンチョウ	園長
カイカ	開花
タベスギル	食べ過ぎる
ミセサキ	店先
ヘンキョウ	辺境
ヤボ	野暮
ライテン	来店
オセイボ	お歳暮
ツマ	具
ジョジ	女児
ゾウゴ	造語
ヒガワリ	日替わり
ヒガワリ	日替り
シンシュン	新春
ロメン	路面
アクテンコウ	悪天候
エイブンガク	英文学
エイチ	英知
エイメイ	英明
ゲカイ	外科医
キュウケイ	休憩
コウカ	工科
ユウゴウ	融合
アズカリジョ	預かり所
シャカイカ	社会科
インショウテキ	印象的
ヤク	焼く
ヤケル	焼ける
スキヤキ	すき焼き
スキヤキ	すき焼
ヤキモチ	焼きもち
ヤキモチ	焼もち
ギャクフウ	逆風
スイシャ	水車
メガシラ	目頭
セキガイセン	赤外線
ドウビョウ	同病
ハダイロ	肌色
タイショウ	大将
ジケイ	字形
ソデ	袖
インガ	因果
サトル	悟る
ハイイン	敗因
ヒョウテキ	標的
ミゾ	溝
イノル	祈る
トクセイ	特製
コゴエ	小声
フクイン	復員
ゲンチ	言質
スイミン	睡眠
ソクバク	束縛
タンジカン	短時間
シュウヒョウ	集票
バケン	馬券
アオジャシン	青写真
アイジン	愛人
カッキョウ	活況
ゲンキョウ	現況
ユウアイ	友愛
カイヘン	改編
チョウヘン	長編
テキギ	適宜
キュウスル	休する
キュウショク	休職
シショク	試食
シリョウ	試料
コイシ	小石
チョウニン	町人
ボウシ	帽子
ボウソウ	暴走
タハ	他派
ダイカゾク	大家族
キショウダイ	気象台
マギラス	紛らす
アゲク	挙げ句
アゲク	挙句
カイシメ	買い占め
タラス	垂らす
スウハイ	崇拝
ホカン	補完
カシマ	貸間
カト	過渡
ウケワタシ	受け渡し
ヒッシ	必至
イイワタシ	言い渡し
ワタシ	渡し
タスケアイ	助け合い
ウツリカワリ	移り変わり
サンセイ	三省
ゼンパイ	全廃
ソクセイ	促成
ホンショウ	本省
ロウ	労
タマシイ	魂
セキニンカン	責任感
テンイ	転移
ショウエネルギー	省エネルギー
キュウライ	旧来
ドウショクブツ	動植物
ボクチク	牧畜
ガンジョウ	頑丈
シツナイガク	室内楽
ジッケンシツ	実験室
セイトウボウエイ	正当防衛
ヘイガイ	弊害
ミカイケツ	未解決
ムロマチ	室町
ネッセン	熱戦
ドウゼン	同然
ホンルイ	本塁
ツキソイ	付き添い
ココジン	個々人
トリアエズ	取りあえず
センパク	船舶
フヒョウ	不評
アヤブム	危ぶむ
グンシュウ	群集
フリダシ	振り出し
ヨウ	酔う
オシイ	惜しい
オクサン	奥さん
ジュンスイ	純粋
ウルオウ	潤う
ヤワラカイ	軟らかい
ツメル	詰める
コウエキ	交易
ズイブン	随分
ケンザイ	健在
タンジョウビ	誕生日
デムカエル	出迎える
ジュンズル	準ずる
ガクシ	学士
コウタク	光沢
トオリカカル	通り掛かる
カケザン	掛け算
コウズイ	洪水
イケル	生ける
ジョウダン	冗談
セイホウ	製法
リョウチ	領地
カリ	仮
カナヅカイ	仮名遣い
フリガナ	振り仮名
オクリガナ	送り仮名
タンペン	短編
シンシ	紳士
ワブン	和文
サク	裂く
サケル	裂ける
シメル	湿る
モウシイレル	申し入れる
ゾウリ	草履
ヒトスジ	一筋
タレル	垂れる
ゼヒトモ	是非とも
ハダカ	裸
キップ	切符
シヘイ	紙幣
ウツシ	写し
イド	緯度
ケイコウトウ	蛍光灯
タイクツ	退屈
ヤムヲエナイ	止むを得ない
タイブ	大部
サラ	皿
ゼンセイ	全盛
コウテイ	肯定
サイゼン	最善
サクゴ	錯誤
メシアガル	召し上がる
キカイ	器械
フゴウ	符号
ゼンカイ	全快
オバ	叔母
ゴラク	娯楽
ウヤマウ	敬う
ケイグ	敬具
ユレル	揺れる
サムイ	寒い
サイ	差異
テノヒラ	掌
カイキョウ	海峡
ニモカカワラズ	にも拘らず
オンチュウ	御中
スイゲン	水源
カクレル	隠れる
ヘン	編
ジョコウ	徐行
フルサト	古里
キンコウ	均衡
スム	澄む
ミニクイ	醜い
ウワマワル	上回る
タッシャ	達者
シタガッテ	従って
ナマゴミ	生ごみ
クミ	組
キョウシュウ	教習
ホホエム	微笑む
カスカ	微か
ニシビ	西日
カイソウ	回送
シバラク	暫く
アライ	粗い
トビラ	扉
オバ	伯母
コンゴウ	混合
サイジツ	祭日
イキゴム	意気込む
ゲタ	下駄
ケイキ	計器
フリコム	振り込む
シボウ	脂肪
マコト	誠
ワスレル	忘れる
ケライ	家来
フク	吹く
コウギョウ	興業
ナマグサイ	生臭い
ハナハダ	甚だ
ヤコウ	夜行
ザッカ	雑貨
アイダガラ	間柄
マネキ	招き
オドロク	驚く
ショウミ	正味
ボウフウ	暴風
カネツ	加熱
イクツ	幾つ
デキル	出来る
セトモノ	瀬戸物
マタハ	又は
オイ	老い
ツラヌク	貫く
キガイ	危害
センセイ	専制
ナグサメル	慰める
ジョシ	助詞
ホウズル	報ずる
オテアライ	お手洗い
ガッチ	合致
シタビ	下火
ボウハン	防犯
コウ	請う
トコヤ	床屋
シタウ	慕う
シモ	霜
ライジョウ	来場
ギンミ	吟味
ヤツ	奴
ユケツ	輸血
シオカライ	塩辛い
オイワイ	お祝い
ドウキュウ	同級
サンゴ	産後
デクワス	出くわす
サエギル	遮る
ガチ	雅致
ワクセイ	惑星
シュッシャ	出社
アオグ	仰ぐ
ブシュ	部首
ドンカン	鈍感
カイソウ	階層
キメイ	記名
サラニ	更に
デキルダケ	出来るだけ
ツグナイ	償い
ゾウ	像
ハテル	果てる
イッセイニ	一斉に
シク	敷く
カスル	化する
アラスジ	粗筋
カミツ	過密
コボス	零す
ヨミアゲル	読み上げる
オニイサン	お兄さん
フケツ	不潔
メッタニ	滅多に
キヨ	寄与
オジイサン	お祖父さん
オバアサン	お祖母さん
サンシュツ	産出
ホヨウ	保養
リレキ	履歴
キヒン	気品
イタメル	炒める
ショハン	初版
マタ	又
メイサン	名産
モチ	餅
ハク	掃く
フウシュウ	風習
ジビカ	耳鼻科
オオキナ	大きな
カガヤク	輝く
タイシテ	対して
チョウ	長
デアイ	出会い
ホカク	捕獲
トブ	跳ぶ
オダイジニ	お大事に
シズメル	沈める
コクテイ	国定
ジゼン	事前
ゼンジツ	前日
ネンセイ	年生
ナク	鳴く
イチレン	一連
ニクム	憎む
コゴエル	凍える
オナカ	お腹
ナガナガ	長々
ケムイ	煙い
ケムタイ	煙たい
ケムル	煙る
ドクソウ	独創
ゴウ	業
ヤハリ	矢張り
モル	漏る
モレル	漏れる
シュゴ	主語
エサ	餌
オモチャ	玩具
ワケ	訳
ジリツ	自立
オドル	踊る
トイアワセ	問い合わせ
ネムタイ	眠たい
ハツガ	発芽
イイツケル	言い付ける
シュツドウ	出動
トウキョウ	東京
フコク	布告
センリョク	戦力
カイロ	海路
キョウショク	教職
クシ	櫛
トウボウ	逃亡
ダッスル	脱する
ヨウホウ	用法
ウジ	氏
ゲンコウ	現行
タイガイ	大概
ガンセキ	岩石
ホウシャ	放射
ゴザイマス	ご座います
オシキル	押し切る
ハネル	跳ねる
ナマミ	生身
オビル	帯びる
シュホウ	手法
イタダク	頂く
フチョウ	不調
ダメ	駄目
アリノママ	有りのまま
タビタビ	度々
マレ	稀
ミカケ	見掛け
イッテキマス	行って来ます
ツクリ	作り
マシタ	真下
ゴウリュウ	合流
ユノミ	湯飲み
セイ	制
イチド	一度
ギョウム	業務
コトニ	殊に
イッキ	一気
トク	溶く
トケル	溶ける
サクセイ	作成
シュジンコウ	主人公
ヤセイ	野生
キョウカイ	協会
キョウチョウ	協調
キョウテイ	協定
アタタメル	暖める
ヒドリ	日取り
クモル	曇る
ユウベ	夕べ
ホガラカ	朗らか
リャクダツ	略奪
ナク	泣く
ドウテキ	動的
イシ	意思
シソク	子息
ナヤマス	悩ます
ウケイレ	受け入れ
チク	地区
オシコム	押し込む
カゲ	陰
メイメイ	銘々
コウドク	購読
ヒザ	膝
カイテイ	改定
クンシュ	君主
チョゾウ	貯蔵
テンズル	転ずる
テンコウ	転校
ミハカラウ	見計らう
キリュウ	気流
キカン	季刊
シュウジ	習字
スズシイ	涼しい
カケル	賭ける
カネテ	兼ねて
ススメ	勧め
カンユウ	勧誘
テヂカ	手近
グンプク	軍服
センコウ	先行
キョウサン	共産
キョウワ	共和
メグミ	恵み
トクテン	得点
モサク	模索
コウジュツ	口述
メンジョ	免除
ゲンブン	原文
コガラ	小柄
タンパ	短波
デンライ	伝来
ガンネン	元年
シズク	滴
センコウ	選考
ケイコ	稽古
トリシラベル	取り調べる
トウキュウ	等級
ホメル	褒める
カセン	化繊
ウラム	恨む
ウレユキ	売れ行き
カワク	乾く
ドウカク	同格
ホウアン	法案
ホウサク	方策
マイゾウ	埋蔵
ケン	件
ツエ	杖
カエル	変える
ゼンリョウ	善良
ブツギ	物議
ブツリガク	物理学
シンニン	信任
ハサム	挟む
ショザイ	所在
ショジ	所持
ツギツギ	次々
オネエサン	お姉さん
ヨウヒン	用品
カンレイ	慣例
ロンギ	論議
シュウケイ	集計
チョウカン	長官
キコン	既婚
ゾウキョウ	増強
タチカタ	立方
シュクガ	祝賀
リョウキョク	両極
ハナハダシイ	甚だしい
カンワ	漢和
イッペン	一変
ツカエル	仕える
ダカイ	打開
キキン	基金
キョウイ	驚異
ワタリドリ	渡り鳥
ズミ	済み
オツカイ	お使い
チョクメン	直面
ホウビ	褒美
ヘンカク	変革
ソウ	添う
ヌスミ	盗み
ホウシキ	方式
ソエル	添える
ジテン	自転
テイジ	提示
シュウジツ	終日
ボッチャン	坊ちゃん
カンサイ	関西
